data,poble,regio,text
2026-12-18,Oristà,cat,A Oristà el dia ha sortit tan bé que sembla dissenyat per una agència de publicitat.
2026-12-19,L'Aldea,cat,"L'Aldea: quan diuen 'temps esplèndid', ho diuen per L'Aldea. Sempre per L'Aldea."
2026-12-20,l'Alqueria d'Asnar,val,"A l'Alqueria d'Asnar, el sol treballa hores extra i es nega a fer pauses. Deu ser que li agrada molt la faena."
2026-12-21,Queralbs,cat,"A Queralbs, el sol ha presentat la seva candidatura com a monument nacional i ha guanyat per unanimitat."
2026-12-22,Espinavell,cat,Sempresol.cat informa des de Espinavell: el sol ha tornat a guanyar el concurs de constància. Novena edició consecutiva.
2026-12-23,Beniarbeig,val,"A Beniarbeig, la meteorologia ha arribat a tal nivell de perfecció que els meteoròlegs l'han emmarcada."
2026-12-24,Estellencs,bal,"A Estellencs, es sol brilla amb tanta constança que ja forma part de s'horari laboral. Comprovat a sempresol.cat."
2026-12-25,La Febró,cat,"La Febró demostra que el concepte de 'mal temps' és, efectivament, un concepte."
2026-12-26,Camprodon,cat,"A Camprodon, el sol ha presentat un recurs contra la possibilitat de ploure i l'ha guanyat."
2026-12-27,Massanassa,val,"A Massanassa, el sol fa hores extra. Sense paga extra. Per amor a la faena."
2026-12-28,Maials,cat,"A Maials, els parapluies estan considerats peça de museu des de fa temps."
2026-12-29,Orís,cat,"A Orís, el sol ha passat el control de qualitat amb matrícula d'honor."
2026-12-30,Almussafes,val,"A Almussafes, els llauradors de l'horta han hagut de regar dos cops. El sol s'ho emportava tot. No és una queixa: és un certificat d'eficiència."
2026-12-31,Inca,bal,"A Inca, es sol és tan puntual que podries sincronitzar es rellotge amb ell."
2027-01-01,La Bisbal d'Empordà,cat,Sempresol.cat et recorda que a La Bisbal d'Empordà no cal mirar el cel. Ja saps el que hi ha.
2027-01-02,Quart,cat,"A Quart, el sol s'ha presentat puntualment com cada dia. Aplaudiments."
2027-01-03,Caudete de las Fuentes,val,"A Caudete de las Fuentes, els bunyols de Quaresma s'han torrat sols al balcó. El forner ha presentat una reclamació al sol. Sense resposta."
2027-01-04,El Brull,cat,"Avui a El Brull el sol ha guanyat, un cop més, la partida als elements. Escandalós."
2027-01-05,Vielha,aran,"En Vielha, eth sòu ja salue es vesins peth lor nom. Pòrte aqueth tròp de dies seguits."
2027-01-06,Campllong,cat,"A Campllong, la variabilitat atmosfèrica és un tema de ficció científica."
2027-01-07,Torres de Segre,cat,"Sempresol.cat confirma des de Torres de Segre: sol, i si tot va bé, més sol."
2027-01-08,La Seu d'Urgell,cat,"A La Seu d'Urgell, el cel ha renunciat a experimentar i ha optat per l'especialització: sol."
2027-01-09,Almassora,val,"A Almassora, el llaurador del costat ha dit hui farà bon dia. Ha tingut raó per enèsima vegada consecutiva. Ni s'ha sorprès."
2027-01-10,Capçanes,cat,"A Capçanes, el sol ha presentat el seu currículum i l'han contractat de manera indefinida."
2027-01-11,Flix,cat,Flix ha rebut tantes queixes per excés de bon temps que l'ajuntament ha creat una oficina de gestió de l'enveja.
2027-01-12,Godella,val,"A Godella, la Volta a la Comunitat Valenciana ha suprimit l'etapa amb pluja i vent. Per falta de precedents recents."
2027-01-13,Campanet,bal,"A Campanet, es vell del port que predia el temps per ses nuvolades ha demanat la jubilació anticipada. Porta tres anys sense tenir res a dir."
2027-01-14,Deltebre,cat,"A Deltebre, fins i tot la boira ha decidit instal·lar-se a un altre municipi per no fer el ridícul."
2027-01-15,Ogassa,cat,Ogassa és la prova científica que el bon temps pot ser crònic i sense efectes secundaris.
2027-01-16,Guardamar del Segura,val,"A Guardamar del Segura, Sempresol.cat confirma des del País Valencià: sol hui, sol demà, sol passat. Guardeu-ho als favorits per estalviar temps."
2027-01-17,Roses,cat,Roses ha superat tots els rècords de sol continuat. Les estadístiques han hagut de fer hores extres.
2027-01-18,El Molar,cat,"A El Molar, les botes de pluja porten anys sense sortir del garatge i comencen a tenir complexos."
2027-01-19,Terrateig,val,"A Terrateig, el sol ja saluda els veïns pel seu nom. Porta ací massa dies seguits."
2027-01-20,Sant Joan,bal,"A Sant Joan, es núvols que haurien d'arribar des de sa Península s'han aturat a l'alçada de Cabrera. Han decidit respectar les Illes."
2027-01-21,Palamós,cat,Palamós acumula tants dies de sol seguits que la xifra ja no cap en un sol tweet.
2027-01-22,Palafrugell,cat,"A Palafrugell, l'únic núvol avui és el del wi-fi del bar del poble, i fins i tot aquest va ràpid."
2027-01-23,Beniardà,val,"A Beniardà, la meteorologia funciona en mode fàcil: sol, calma i repetir."
2027-01-24,Ginestar,cat,"A Ginestar, quan diuen que hi ha un cel cobert, volen dir que el cel té moqueta de sol."
2027-01-25,Tredòs,aran,"En Tredòs, eth sòu a decidit rèster tà tojorn. E nengú non s'i a oposat."
2027-01-26,Vilanova de Sau,cat,"A Vilanova de Sau, la previsió del temps és tan fàcil que el meteoròleg s'ho fa des del hamac."
2027-01-27,Guardiola de Berguedà,cat,Guardiola de Berguedà és el lloc on les ulleres de sol es porten dotze mesos l'any sense excepcions.
2027-01-28,Martorell,cat,"A Martorell, els parapluies s'utilitzen exclusivament com a accessori de moda retro."
2027-01-29,Oliva,val,"A Oliva, el temps és tan bo que s'ha convertit en tema de conversa obligatori en totes les tavernes."
2027-01-30,Les Masies de Voltregà,cat,"A Les Masies de Voltregà, els dies foscos els coneixen únicament de llegir-los als diaris d'altres indrets."
2027-01-31,Lliçà d'Amunt,cat,Lliçà d'Amunt és tan assolellat que les plantes han demanat vacances per no cremar-se.
2027-02-01,Casinos,val,"A Casinos, la meteorologia ha estat arxivada com a ciència obsoleta. La previsió retorna sempre el mateix: sol."
2027-02-02,Santa Margalida,bal,"A Santa Margalida, sa meteorologia funciona amb mode fàcil: sol, calma i repetir."
2027-02-03,Sabadell,cat,"A Sabadell, el cel blau no és una excepció sinó el mode per defecte des de sempre."
2027-02-04,Breda,cat,Breda ha convertit el bon temps en una denominació d'origen reconeguda internacionalment.
2027-02-05,Cortes de Arenoso,val,"A Cortes de Arenoso, hui el sol ha rebut una menció d'honor per servicis meteorològics excepcionals."
2027-02-06,Calafell,cat,Calafell té un microclima tan ben organitzat que sembla dissenyat per un interiorista del cel.
2027-02-07,Seròs,cat,"A Seròs, els núvols passen de llarg perquè saben que no hi seran benvinguts."
2027-02-08,Otos,val,"A Otos, el sol és tan puntual que podries sincronitzar el rellotge en ell."
2027-02-09,Vilafranca de Bonany,bal,"A Vilafranca de Bonany, sa realitat ha abaixat sa persiana després de veure que no podia superar aquest nivell de perfecció."
2027-02-10,Savallà,cat,Savallà ha demanat la distinció de capital mundial del cel blau i ningú no s'ha oposat.
2027-02-11,Miami Platja,cat,"A Miami Platja, els mapes de nuvolositat sempre porten un cercle en blanc just a sobre del poble."
2027-02-12,Cullera,val,"A Cullera, els fallers han demanat permís per cremar les falles. L'Ajuntament ha respost que, amb tant de sol, ja n'hi ha prou de foc."
2027-02-13,Gualba,cat,"A Gualba, el sol ha rebut les claus del municipi en reconeixement als seus serveis continuats."
2027-02-14,Unha,aran,"En Unha, es esquiaires an mirat eth cel, an vist qu'eth sòu dominave totaus era situacion, e an decidit aprenner a natar."
2027-02-15,Rodonyà,cat,"A Rodonyà, la previsió meteorològica és tan previsible que la preparen amb dos mesos d'antelació."
2027-02-16,Sau,cat,Sau ha estat declarat zona lliure de paraigua per decisió popular i unànime.
2027-02-17,Ponts,cat,"A Ponts, quan finalment plou, els veïns surten al carrer a fer fotos com si fos un eclipsi."
2027-02-18,San Miguel de Salinas,val,"A San Miguel de Salinas, els bunyols de Quaresma s'han torrat sols al balcó. El forner ha presentat una reclamació al sol. Sense resposta."
2027-02-19,Ascó,cat,"A Ascó, el sol és tan fidel que ja figura al padró municipal com a resident fix."
2027-02-20,Aiguafreda,cat,Aiguafreda té un acord tàcit amb el bon temps que data de moltes generacions enrere.
2027-02-21,Aigües,val,"A Aigües, el Circuit de la Comunitat Valenciana ha comprovat que l'asfalt aguanta la temperatura. Amb dificultat, però aguanta."
2027-02-22,Santa Eulària des Riu,bal,"A Santa Eulària des Riu, l'Arxiduc Lluís Salvador, si tornés avui, afegiria un capítol sencer als seus tractats. Titulat: Del sol perpetu i ses implicacions filosòfiques."
2027-02-23,Lliçà de Vall,cat,"A Lliçà de Vall, la pluja és tan rara que quan arriba la gent no sap si celebrar-la o lamentar-la."
2027-02-24,Esparreguera,cat,Esparreguera ha registrat tants dies seguits de sol que ha hagut de canviar el full de càlcul.
2027-02-25,San Fulgencio,val,"A San Fulgencio, la tireta de ceba del balcó s'ha assecat en temps rècord. El sol ha enviat la factura a nom de serveis de deshidratació."
2027-02-26,Gurb,cat,Gurb és el municipi on les cremes solars es compren a granel i per subscripció anual.
2027-02-27,Falset,cat,"A Falset, els niguls fan excursions puntuals però mai no s'hi queden a dormir."
2027-02-28,Sierra Engarcerán,val,"A Sierra Engarcerán, el vi de la Marina Alta ha guanyat un premi per tercer any consecutiu. El viticultor ha agraït el sol. I una mica la sort. Però sobretot el sol."
2027-03-01,Sant Llorenç des Cardassar,bal,"A Sant Llorenç des Cardassar, ses salines han produït un 30% més de sal que l'any passat. El sol cobra en espècie."
2027-03-02,La Vilella Baixa,cat,La Vilella Baixa ha rebut l'encàrrec de gestionar el superàvit de sol d'altres comarques menys afortunades.
2027-03-03,Balaguer,cat,"A Balaguer, el temps és tan bo que fins i tot els que es queixen ho fan amb un somriure."
2027-03-04,Tavernes de la Valldigna,val,"A Tavernes de la Valldigna, el sol hui ha decidit eixir i no tornar fins que li ho diguem. I no li ho direm."
2027-03-05,La Vilella Alta,cat,"A La Vilella Alta, el baròmetre es va espatllar de tant marcar excel·lent que ja no el van reparar."
2027-03-06,Benós,aran,"En Benós, eth temps ei en estat de gracia totaus. Era estabilitat ei indiscutible."
2027-03-07,Rajadell,cat,"A Rajadell, els dies de sol s'acumulen tan de pressa que ja han hagut de crear un dipòsit."
2027-03-08,Barcelona,cat,Barcelona és tan assolellat que els panells solars del poble generen energia per a tres municipis.
2027-03-09,Vidreres,cat,"A Vidreres, el cel és tan blau que es pot usar de fons de pantalla sense retocar."
2027-03-10,Eslida,val,"A Eslida, la meteorologia funciona en mode fàcil: sol, calma i repetir."
2027-03-11,Folgueroles,cat,"A Folgueroles, la temperatura és tan agradable que el debat és si obrir la finestra o no."
2027-03-12,Ripoll,cat,Ripoll ha convertit el sol en el producte estrella del seu catàleg turístic per unanimitat.
2027-03-13,Llíria,val,"A Llíria, el sol ha pres possessió del cel i ha declarat il·legals els núvols."
2027-03-14,Lloseta,bal,"A Lloseta, Sempresol.cat informa des de ses Illes: sol. I si tornau a consultar demà, sol. Guardau-ho als favorits per estalviar temps."
2027-03-15,Montserrat,cat,"A Montserrat, la tardor es limita a canviar el color de les fulles sense alterar la temperatura."
2027-03-16,Santa Eugènia de Berga,cat,Santa Eugènia de Berga té un hivern tan suau que sembla que la natura no vol fer l'esforç de canviar res.
2027-03-17,la Llosa,val,"A la Llosa, la realitat ha abaixat la persiana després de veure que no podia superar este nivell de perfecció."
2027-03-18,Hostalric,cat,Hostalric és el municipi on la gent porta màniga curta en dies que altres porten anorac.
2027-03-19,L'Estany,cat,"A L'Estany, les terrasses de bar obren tot l'any i rarament tanquen per fred o pluja."
2027-03-20,Sot de Ferrer,val,"A Sot de Ferrer, el sol ha signat un contracte vitalici amb el cel. Sense clàusules de sortida."
2027-03-21,Maó,bal,A Maó fa tant bo que els habitants de Ciutadella comencen acceptar que Maó també és bonica (però amb sa boca petita)
2027-03-22,Viladrau,cat,Viladrau és el lloc on néixer amb bona llum solar és la norma i no l'excepció.
2027-03-23,Setcases,cat,"A Setcases, els dies grisos arriben a compte-gotes i la gent els aprofita per descansar."
2027-03-24,Vallat,val,"A Vallat, el temps és tan perfecte que si refresques la pàgina de sempresol.cat: exactament igual."
2027-03-25,Santa Maria de Palautordera,cat,"A Santa Maria de Palautordera, el sol no és un convidat sinó el propietari del cel des de temps immemorials."
2027-03-26,Betlan,aran,"En Betlan, eth marmot a sortit dera cava, a mirat eth cel, e a tornat a entrar. Non per eth sòu: per vergonya d'ua previsión tan previsibla."
2027-03-27,Tortosa,cat,Tortosa és el tipus de lloc on te n'adones que has sortit de casa sense jaqueta i no te'n penedeixes.
2027-03-28,Malla,cat,"A Malla, l'escola del poble ha cancel·lat la classe de meteorologia per manca de casos pràctics."
2027-03-29,Tarragona,cat,"A Tarragona, el vell del poble que predia la pluja a través dels ossos ha demanat la jubilació anticipada. Porta anys sense tenir res a dir."
2027-03-30,Quatretonda,val,"A Quatretonda, els fallers han demanat permís per cremar les falles. L'Ajuntament ha respost que, amb tant de sol, ja n'hi ha prou de foc."
2027-03-31,L'Ametlla de Mar,cat,"A L'Ametlla de Mar, la tramuntana ha fet cap al nord en veure que no tenia res a fer. Bon viatge."
2027-04-01,Castellnou de Bages,cat,"A Castellnou de Bages, els castellers han proposat fer una torre per arribar als núvols. Quan han pujat, no n'hi havia cap. Han baixat contents igualment."
2027-04-02,Castellfort,val,"A Castellfort, el Micalet ha demanat crema solar. Li han dit que és de pedra. Ha respost que tot té un límit."
2027-04-03,Ariany,bal,"A Ariany, es sol treballa hores extra i es nega a fer pauses. Deu ser que li agrada molt sa feina."
2027-04-04,Fontanilles,cat,"A Fontanilles, el rellotge de sol de la plaça porta anys sense parar. Ha demanat un substitut per vacances. No n'hi ha."
2027-04-05,Cassà de la Selva,cat,"A Cassà de la Selva, el músic del poble ha compost una cançó sobre el mal temps. Ha hagut d'inventar-se tots els detalls. Ha guanyat un premi de ficció."
2027-04-06,Rocafort,val,"A Rocafort, la dacsa de l'horta ha crescut un pam més del previst. El sol ha cobrat una comissió en espècie."
2027-04-07,Manlleu,cat,"A Manlleu, la biblioteca ha traslladat els llibres de meteorologia a la secció de ficció especulativa. Al costat dels dragons i els vampirs."
2027-04-08,Sant Pere de Vilamajor,cat,"A Sant Pere de Vilamajor, el núvol que havia passat el 2019 ha enviat una postal des de les Açores. Continua viatjant. Diu que es troba bé."
2027-04-09,Alfauir,val,"A Alfauir, el Museu de les Ciències ha obert una exposició sobre fenòmens meteorològics extrems. L'entrada és gratuïta. Poca gent hi va."
2027-04-10,Porreres,bal,"A Porreres, sa tramuntana ha mirat el cel, ha vist que no tenia feina, i ha decidit fer vacances. Els veïns l'han acomiadada contents."
2027-04-11,Riudellots de la Selva,cat,"A Riudellots de la Selva, el guarda forestal ha trucat a la central per reportar les condicions. Ha dit 'sol' i ha penjat. Tres paraules de més."
2027-04-12,La Palma d'Ebre,cat,"A La Palma d'Ebre, el club de senderisme ha eliminat la roba impermeable de la llista d'equipament recomanat. Per alleugerir la motxilla."
2027-04-13,Ribesalbes,val,"A Ribesalbes, l'escola d'orxata ha hagut d'ampliar la producció. Amb este sol, la demanda no para i el suc es fa quasi sol."
2027-04-14,L'Espluga de Francolí,cat,"A L'Espluga de Francolí, el gall fer del Pirineu ha mirat el cel i ha botat d'eufòria. Les fotos han quedat espectaculars."
2027-04-15,Escunhau,aran,"En Escunhau, eth temps ei tan estable que fins es leis dera termodinamica s'an relaxat."
2027-04-16,Forallac,cat,"A Forallac, el meteoròleg del municipi ha convertit la seva oficina en una sala de lectura. Menys feina, més cultura."
2027-04-17,Llagostera,cat,"A Llagostera, el nou alcalde ha proposat gravar el sol amb un impost local. Fins ara havia sigut gratuït. El sol es nega a negociar."
2027-04-18,Sarroca de Lleida,cat,"A Sarroca de Lleida, la cooperativa agrícola ha proposat cultivar mangos. Amb les temperatures que hi ha, és una inversió a llarg termini molt raonable."
2027-04-19,Torrevieja,val,"A Torrevieja, el sol hui ha decidit eixir i no tornar fins que li ho diguem. I no li ho direm."
2027-04-20,Gironella,cat,"A Gironella, el Pirineu ha observat la situació des de dalt i ha decidit no comentar res. Discreció admirable."
2027-04-21,Gandesa,cat,"A Gandesa, l'enginyer que havia projectat el sistema de drenatge pluvial ha demanat que no li en parlin. Porta anys sense fer res."
2027-04-22,Benigembla,val,"A Benigembla, la previsió és tan clara que fins els endevins han tancat la botiga per falta de misteri."
2027-04-23,Fornalutx,bal,"A Fornalutx, es Consell Insular ha aprovat per unanimitat felicitar el sol per sa trajectòria professional. El sol no ha comparegut a la sessió. Ja ho sap."
2027-04-24,Tregurà,cat,"A Tregurà, el refrany diu que any de neu, any de Déu. A Tregurà han decidit que l'any de Déu és tots els anys, per si de cas."
2027-04-25,Mont-ras,cat,"A Mont-ras, el camp de futbol local ha demanat esprai solar per marcar les línies. El sol les havia esborrat."
2027-04-26,Moncofa,val,"A Moncofa, el sol és tan constant que ja paga lloguer. I mai s'endarrereix."
2027-04-27,Lloret de Mar,cat,"A Lloret de Mar, el sol està tan compromès amb el seu treball que ja ha demanat fer hores extres indefinides."
2027-04-28,Porrera,cat,Porrera viu un temps tan perfecte que sembla un filtre d’Instagram… però sense necessitat de mòbil.
2027-04-29,el Campello,val,"A el Campello, la previsió és tan repetitiva que sembla una cançó en bucle... però de les bones."
2027-04-30,Alaior,bal,"A Alaior, es pescadors de llampuga han confirmat que, amb tant de sol, es peixos arriben a port ja mig fets. Una mica exagerat, però entenedor."
2027-05-01,Torroja del Priorat,cat,"A Torroja del Priorat, el sol ja saluda als veïns pel seu nom. Porta aquí massa dies seguits."
2027-05-02,Fonollosa,cat,Fonollosa presenta unes condicions tan bones que els núvols han enviat una postal amb records.
2027-05-03,Manuel,val,"A Manuel, el sol hui ha eixit amb tanta confiança que fins la lluna li ha demanat consells."
2027-05-04,Les Franqueses del Vallès,cat,Les Franqueses del Vallès viu un dia tan radiant que les plantes s'han despertat aplaudint aquest matí.
2027-05-05,Pontaut,aran,"En Pontaut, era vath a recebut mès ores de sòu qu'eth promèdi de sa Provença. Era Provença a protestat. Nengú non l'a escoutat."
2027-05-06,Bellvei,cat,Bellvei gaudeix d’un clima tan perfecte que el concepte de 'millorable' ha estat eliminat del diccionari.
2027-05-07,Espinelves,cat,"A Espinelves, la meteorologia funciona amb mode fàcil: sol, calma i repetir."
2027-05-08,Artés,cat,Artés té un temps tan agradable que fins els dilluns semblen menys dilluns.
2027-05-09,Palmera,val,"A Palmera, el temps és tan perfecte que si refresques la pàgina de sempresol.cat: exactament igual."
2027-05-10,Prenafeta,cat,Prenafeta registra un clima tan estable que el caos ha decidit no presentar-se.
2027-05-11,Garcia,cat,"A Garcia, la previsió és tan repetitiva que sembla una cançó en bucle… però de les bones."
2027-05-12,Aielo de Rugat,val,"A Aielo de Rugat, els núvols han firmat les paus i han deixat el camp lliure. Per sempre."
2027-05-13,Calvià,bal,"A Calvià, es sol ha decidit quedar-se fins a nou avís i ningú no s'hi ha oposat."
2027-05-14,Seva,cat,Seva presenta unes condicions tan ideals que fins els meteoròlegs somriuen sospitosament.
2027-05-15,Gaià,cat,"A Gaià, el temps és tan bo que s’ha convertit en tema de conversa obligatori."
2027-05-16,Tollos,val,"A Tollos, la paella de hui s'ha cuinat sola. El sol l'ha feta directament des de dalt. El cuiner ha cobrat igualment."
2027-05-17,Montroig del Camp,cat,"A Montroig del Camp, el sol ha decidit quedar-se fins a nou avís i ningú s’hi ha oposat."
2027-05-18,Rasquera,cat,Rasquera viu un dia tan clar que fins les idees confuses s’ordenen soles.
2027-05-19,Cervera del Maestre,val,"A Cervera del Maestre, la previsió és a soles. I sí, en valencià vol dir les dues coses alhora. Coincidència molt sospitosa."
2027-05-20,Alaró,bal,"A Alaró, es temps és tan bo que revisar sa previsió s'ha convertit en un simple tràmit formal."
2027-05-21,Toses,cat,"Toses viu un clima tan perfecte que ha provocat un error 404 a la realitat, i des de llavors ningú ha aconseguit tornar a carregar un dia dolent."
2027-05-22,Tossa de Mar,cat,"A Tossa de Mar, el sol no surt ni es pon: simplement existeix amb una constància absoluta, com si hagués estat aquí abans de la pròpia fundació de Tossa de Mar."
2027-05-23,Santa Magdalena de Pulpis,val,"A Santa Magdalena de Pulpis, la Falla Major ha proposat incorporar panells solars a l'escultura d'enguany. El sol ha dit que era el mínim."
2027-05-24,Navàs,cat,"A Navàs, el temps ha arribat al nivell final i no hi ha més pantalles desbloquejables, haureu de jugar a un altre joc."
2027-05-25,Casau,aran,"Sempresol.cat confirme des de Casau: sòu, e si tot va plan, mès sòu."
2027-05-26,Maçanet de la Selva,cat,"A Maçanet de la Selva, el sol ha substituït el Big Bang com a esdeveniment principal, i ara tot gira al voltant d’aquesta llum constant i inqüestionable."
2027-05-27,Cornudella de Montsant,cat,"Cornudella de Montsant viu un dia tan radiant que ha creat una nova unitat de mesura lumínica, utilitzada per comparar qualsevol altra forma de brillantor coneguda."
2027-05-28,La Bordeta,cat,"A La Bordeta, la meteorologia ha estat arxivada com a ciència obsoleta, perquè la previsió sempre retorna el mateix resultat: estabilitat absoluta i sol impertorbable."
2027-05-29,Silla,val,"A Silla, l'escola d'orxata ha hagut d'ampliar la producció. Amb este sol, la demanda no para i el suc es fa quasi sol."
2027-05-30,Beget,cat,"A Beget, el sol ha hackejat el cel i ha eliminat qualsevol possibilitat de núvol, deixant un sistema net, optimitzat i permanentment lluminós. Beget és Màtrix!!"
2027-05-31,Poboleda,cat,"Poboleda viu unes condicions tan absurdes que el concepte de variació ha estat retirat per manca d’ús, i tot funciona sota una uniformitat sorprenent."
2027-06-01,Moncada,val,"A Moncada, la roba estesa al terrat s'ha assecat en quaranta minuts. El sol ha enviat la factura. El veí l'ha pagada content."
2027-06-02,Escorca,bal,"A Escorca, s'ensaïmada d'avui ha sortit més torrada que de costum, i no es culpa de sa fornera."
2027-06-03,Montoliu de Lleida,cat,"A Montoliu de Lleida, el sol ha pres el control narratiu de la realitat i ha decidit que aquesta història no necessita girs argumentals, ni molt menys núvols emprenyadors."
2027-06-04,Regencós,cat,"Regencós presenta un clima tan definitiu que no admet seqüeles, preqüeles ni reinterpretacions: només aquesta versió impecable, així que com sempre... Sol."
2027-06-05,Llocnou de Sant Jeroni,val,"A Llocnou de Sant Jeroni, hui fa un temps tan bo que fins els pessimistes han eixit al carrer a prendre el sol."
2027-06-06,Parlavà,cat,"Parlavà té un temps tan estable que s’ha convertit en el fons de pantalla permanent de l’existència, sense opcions de canvi."
2027-06-07,Centelles,cat,"Centelles viu unes condicions tan impossibles que han estat classificades com a miracle recurrent, tot i que ja ningú es sorprèn."
2027-06-08,Bugarra,val,"A Bugarra, els núvols han agafat el primer autobús i no han tornat. Bon viatge."
2027-06-09,Mancor de la Vall,bal,"A Mancor de la Vall, sa neu que havia d'arribar de sa Serra ha enviat una postal des dels Alps. Continua viatjant. Diu que es troba bé."
2027-06-10,Benissanet,cat,"Benissanet viu un clima tan perfecte que, si estàs llegint això esperant un gir inesperat, et sap greu: no hi serà. Sol. Sempre sol. Accepta-ho."
2027-06-11,Alp,cat,"A Alp, el temps és tan estable que fins aquest text s’ha rendit i ha deixat d’intentar semblar original a partir de la tercera línia."
2027-06-12,Villahermosa del Río,val,"A Villahermosa del Río, hui fa un dia tan bo que sortir de casa s'ha convertit en una obligació moral."
2027-06-13,Núria,cat,"A Núria, el sol brilla amb una persistència tal que fins i tot nosaltres ens estem quedant sense metàfores, i això ja és preocupant."
2027-06-14,Vilamòs,aran,"En Vilamòs, eth sòu a guanhàt per majoria absoluta enes eleccions meteorologiques. Un autre cop."
2027-06-15,Avià,cat,"A Avià, el temps és tan impecable que aquest text podria ser reutilitzat demà, passat i l’altre sense que ningú noti cap diferència."
2027-06-16,Sarral,cat,Sarral viu un dia tan radiant que fins aquest paràgraf sap que està omplint espai mentre el sol fa tota la feina.
2027-06-17,Vilafranca del Penedès,cat,"A Vilafranca del Penedès, el clima és tan estable que aquesta frase podria entrar en bucle i ningú se n’adonaria, perquè tot continua exactament igual."
2027-06-18,Soneja,val,"A Soneja, el sol hui ha eixit amb tanta confiança que fins la lluna li ha demanat consells."
2027-06-19,Les Masies de Roda,cat,"A Les Masies de Roda, el temps és tan previsible que fins aquest text s’ha avançat a si mateix i ja sap com acabarà."
2027-06-20,Reus,cat,"Reus té un clima tan perfecte que aquesta frase només existeix per donar-te una mica d’entreteniment mentre fora… sí, exacte, fa sol."
2027-06-21,Tavernes Blanques,val,"A Tavernes Blanques, el temps és tan bo que revisar la previsió s'ha convertit en un simple tràmit. Però ho fem a sempresol.cat."
2027-06-22,Es Migjorn Gran,bal,"A Es Migjorn Gran, sa previsió és tan clara que es endevins han tancat sa botiga per manca de misteri."
2027-06-23,Estany,cat,"A Estany, el clima és tan estable que aquest paràgraf podria ser generat per un bot… espera."
2027-06-24,Isòvol,cat,Isòvol presenta un dia tan clar que fins aquesta frase s’ha quedat sense ombres on amagar-se.
2027-06-25,Belgida,val,"A Belgida, la meteorologia ha arribat a tal nivell de perfecció que els meteoròlegs l'han emmarcada."
2027-06-26,Olot,cat,Olot té un clima tan perfecte que si has arribat fins aquí esperant una sorpresa… la sorpresa és que no n’hi ha cap.
2027-06-27,Calldetenes,cat,"A Calldetenes, el sol brilla amb tanta fidelitat que aquest text ja li ha agafat afecte personal."
2027-06-28,Ayódar,val,"A Ayódar, el temps és tan espectacular que este text ha decidit no competir i narrar l'evidència."
2027-06-29,Llucmajor,bal,"A Llucmajor, es temps és tan bo que s'ha convertit en tema de conversa obligatori a tots es bars."
2027-06-30,Calders,cat,Calders presenta unes condicions tan impecables que aquest text podria acabar abruptament i tot continuaria sent perfecte.
2027-07-01,Anglès,cat,"A Anglès, el temps és tan bo que llegir això és probablement l’única cosa lleugerament innecessària del teu dia."
2027-07-02,Puebla de Arenoso,val,"A Puebla de Arenoso, els llauradors de l'horta han hagut de regar dos cops. El sol s'ho emportava tot. No és una queixa: és un certificat d'eficiència."
2027-07-03,La Portella,cat,"La Portella té un clima tan estable que hem arribat a considerar tancar Sempresol.cat a La Portella ja que a partir d'ara, sempre hi farà sol, com a tot arreu."
2027-07-04,Bagergue,aran,"En Bagergue, es guides de montanha an constatat que es nevèrs d'estiu minhen cada an. An presentat ua reclamacion au sòu. Era reclamacion a estat arxivada."
2027-07-05,Bolvir,cat,"A Bolvir, el temps es presenta amb una elegància inqüestionable. El sol domina l'escena amb serenor i la temperatura es manté en un equilibri perfecte."
2027-07-06,Fornells de la Selva,cat,"Fornells de la Selva gaudeix d'una jornada meteorològica exquisida. L'ambient és suau, la llum natural embelleix cada racó i el confort és absolut."
2027-07-07,Ultramort,cat,El cel a Ultramort es mostra net i radiant. El sol actua com a director d'orquestra d'un dia impecable i harmoniós. La banda sonora que sonarà avui és la Primavera de Vivaldi.
2027-07-08,Benimeli,val,"A Benimeli, la Falla Major ha proposat incorporar panells solars a l'escultura d'enguany. El sol ha dit que era el mínim."
2027-07-09,Artesa de Lleida,cat,"Artesa de Lleida viu un dia de perfecció climàtica. La combinació de llum, temperatura i brisa és senzillament magistral."
2027-07-10,Rupit i Pruit,cat,El temps a Rupit i Pruit reflecteix una calma refinada. Els cels clars i la suavitat tèrmica conviden a gaudir sense presses.
2027-07-11,Petrés,val,"A Petrés, les Falles han guanyat el premi a la millor il·luminació. El sol ha presentat una al·legació per plagi."
2027-07-12,Es Mercadal,bal,"A Es Mercadal, es núvols han firmat ses paus i han deixat el camp lliure. Per sempre."
2027-07-13,Casserres,cat,L'atmosfera a Casserres es defineix per la seva finor. El sol il·lumina amb delicadesa i la temperatura acompanya amb precisió.
2027-07-14,Aiguamúrcia,cat,"A Aiguamúrcia, el temps esdevé una experiència gairebé artística. L'harmonia climàtica és total."
2027-07-15,Almàssera,val,"A Almàssera, la Volta a la Comunitat Valenciana ha suprimit l'etapa amb pluja i vent. Per falta de precedents recents."
2027-07-16,Ulldemolins,cat,El dia a Ulldemolins destaca per la seva estabilitat i elegància. Un escenari ideal per a qualsevol activitat.
2027-07-17,Puigcerdà,cat,"A Puigcerdà, la llum solar es desplega amb una bellesa notable. Les condicions són d'una qualitat excepcional."
